left,0,0,-3.1598973,-3.1188967,-3.458574,-3.3167176,-3.2155626,-3.3134255,-3.4789248,-3.6228762,-3.6122518,-3.6846764,-3.7663786,-3.1709704,-3.6067152,-4.293851,0.64583594,1.074398,0.48168346,-0.47180736,-0.3752911,-0.65870476,-1.616984,-2.4736593,-2.4941597,-2.8902504,-3.1043818,-2.5383027,-1.8712183,-1.3331214,-1.1810896,-0.37424365,-0.10699089,0.1400608,0.7425018,1.0142437,1.0483611,1.2011411,1.2599486,1.4003087,1.3706805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
right,0,0,-0.06703765,0.19512744,-0.3127426,-0.6666355,-1.052102,-0.5276222,-0.62683195,-1.3123218,-1.8501194,-2.4343045,-1.2219406,-1.0485107,-0.41210195,-0.17896658,-0.71122754,-0.7842507,-1.685518,-1.4574703,-2.0795138,-2.5767596,-3.4207156,-3.7349546,-3.2846951,-3.6595373,-4.321534,-4.512771,-3.520075,-2.9246671,-3.602226,-3.3909378,-2.6828527,-2.4256256,-3.2049382,-2.1624131,-1.4324808,-1.277157,-1.0024223,-1.1076176,-0.12988544,1.151611,1.4074913,0.75237787,1.6862662,2.6883893,3.2414498,3.2622495,3.1899745,3.9333742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up,0,0,4.687248,4.44289,3.1256304,4.2205286,4.687398,3.8099232,-1.8505683,-2.6119244,-0.5152023,0.91114336,2.1499932,1.1584944,0.48527476,1.1188403,1.4989198,2.381632,3.1935658,1.3091794,-0.13452421,1.3215994,1.8716671,1.4818612,0.3309984,0.39130235,0.9410709,0.7921815,0.33324295,0.6509236,0.8037036,0.28101942,-0.12539631,0.07377134,-0.09501988,-0.18016368,-0.28386253,-0.33114803,-0.63042325,-0.22460605,-0.017357962,-0.2323872,0.12360066,0.46297875,0.27278936,0.29194298,0.11791443,0.29673138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
down,0,0,0.60109425,0.866701,0.8845079,1.6106992,0.5981015,1.8025346,1.7642274,0.01436521,0.14604631,-0.12090719,-0.23283611,0.448015,0.3510498,-0.058358666,0.023193829,0.28820202,0.42796355,0.14335282,0.06494272,-0.14425065,0.11432313,0.02124854,-0.086490534,-0.13093291,0.26785132,0.18644845,0.09322423,0.327856,0.38456866,0.49290627,1.0441712,0.7875427,0.0796072,0.34715924,-0.22475569,-0.082300685,-0.2908955,-0.72649056,-1.477821,-1.2039841,0.7703344,1.7012299,0.8333318,0.52373165,1.1279683,0.688333,-0.17328034,-0.82270753,0.14769232,1.0316017,-0.025288755,-2.9987376,-0.65391636,0.6289269,-0.5033809,-1.5584756,-1.3750199,-0.09427169,-0.28341362,-0.93089557,-1.2961609,-0.53899467,-0.38187516,-0.66723406,-0.42916065,-0.28326398,-0.14739305,-0.581791,-0.8087913,-0.10848726,0.6337153,0.20649989,-0.32695818,0.26440966,0.31573534,0.34162265,0.013916298,-0.13198037,-0.06778584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
square,0,0,0.25258827,0.2650082,0.19288288,-0.17627311,-0.32621,-0.1340753,0.1261445,0.25767595,0.12210429,0.108936176,-0.20365678,0.1782184,-2.7886465,-2.7096379,-0.74145436,-2.2750902,-2.5646389,-1.9422961,-2.6098294,-1.6449662,-3.1723173,-3.9579146,-2.839972,-2.1490953,-1.5664065,-0.74878657,-0.011372458,1.9054853,3.7014358,5.379771,5.7004447,7.592762,7.43235,7.118261,6.1122475,6.423643,5.1826987,4.197036,3.3367689,3.193416,2.8001685,1.9186534,0.9153332,0.8153753,0.7221511,-0.1882441,-0.80220723,-1.2921207,-0.20395605,-1.299453,-1.0812813,-0.68369424,0.2877531,-0.26470894,-0.667683,-0.30256724,-0.5403414,-0.55799866,-1.3293805,-0.29792848,0.33444005,0.6925228,-0.7613561,0.2681506,2.508824,2.1598692,2.0135236,1.1225814,2.181866,4.609736,5.0637364,4.427777,3.6224272,6.155642,6.1399302,4.5955205,3.6499605,0.7766192,0.93688107,0.9828198,-2.2501006,-4.3341036,-3.7874775,-3.895516,-3.4219127,-3.8135145,-3.1024365,-2.5631425,-1.3905823,-1.2615947,-1.6858172,-1.8243817,-1.0580875,-0.26949733,0.008828619,-0.19886838,0.27623102,0.4604349,0.9747394,0.8322844,0.7516297,1.0679636,1.0895114,1.0841244,1.415871,1.2719196,1.1751041,1.1670237,1.2542624,0.9033622,1.1736077,1.3012487,0.9784803,0.8674492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangle,0,0,0.9745897,1.2301707,1.1839328,1.1691186,0.992247,1.0473136,1.0709563,0.9566332,0.75237787,0.7679402,0.8515876,0.90306294,4.333655,3.2706292,-2.2251112,-2.5128644,-3.1165025,-4.7620673,-6.2418337,-7.9562316,-8.612542,-8.189965,-7.8989205,-7.677457,-7.9102926,-7.514651,-8.1756,-8.273912,-8.694694,-9.448268,-8.921992,-9.193436,-9.251494,-9.409811,-9.554811,-10.43004,-9.907955,-9.93863,-10.194212,-9.9890585,-9.994446,-9.037513,-8.800337,-7.8716865,-6.1031194,-5.0109143,-2.5683799,-1.2273277,0.71601593,2.1265001,2.136077,1.9416976,3.7717655,4.969914,3.9448962,3.9662943,4.3972507,4.0173206,2.4835353,0.84500355,1.1861773,1.5720927,0.75252753,0.8447043,1.7652749,2.9918542,3.9978678,5.4375315,5.5744495,4.986374,4.2232223,3.120393,1.1448773,0.3250129,-0.85428107,-2.2146366,-4.142418,-6.096236,-5.6537576,-6.4953194,-7.0263834,-7.1040454,-7.0590043,-5.766734,-5.270835,-5.504569,-4.9473186,-4.7789764,-5.153669,-3.96809,-3.2658408,-3.5498528,-3.144335,-3.155109,-3.2130187,-2.345719,-1.8155531,-1.9859903,-2.4275708,-1.8417397,-1.7233763,-1.8951603,-2.0751743,-2.0171149,-1.8864813,-1.8653824,-1.6564883,-1.8267759,-1.6759412,-1.7658734,-1.6895583,-1.8858827,-2.0846014,-1.9473838,-2.2354362,-2.273145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circleCw,0,0,-2.3312042,-2.1303906,-2.0602105,-1.857302,-1.8335096,-1.8059763,-1.816451,-1.5845126,-1.609951,-1.5688007,-1.6569372,-1.7555484,-8.581866,-8.888324,-1.2343606,0.4528034,-0.5494693,-0.51939213,-0.02439093,1.2162545,1.8124107,2.785504,3.529203,3.7229836,5.6654296,6.5429044,6.878093,5.7586536,5.6959553,6.3979053,7.4422264,6.9479733,5.643882,4.9773955,4.9485154,4.7846622,4.3162966,3.4748845,3.1688757,3.7494695,3.166631,3.006369,1.9752164,2.2101474,2.3526025,2.3741503,2.4983494,2.4987984,2.0537763,2.0566192,2.0552726,1.8875288,1.4258968,1.7087119,1.9797056,1.8013375,1.3476362,0.06584055,0.05925649,-0.010773907,-0.71691376,-0.9708488,-1.3208512,-1.8046296,-1.8846856,-1.4531308,-0.9305963,-0.26126727,0.34925416,0.6337153,0.79367787,1.0565912,1.1149498,1.1059716,1.5809213,1.6334441,1.6371851,2.0337248,2.1342812,2.1444566,2.0679917,2.495207,2.5805006,2.4123077,2.382081,2.0126257,2.0256443,1.987337,2.2385786,2.417545,2.1974282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circleCcw,0,0,2.3092074,2.253692,2.123208,2.2272062,2.1420624,1.9786581,2.1746833,2.4715643,2.3324013,2.121113,2.3038206,-0.79607207,-0.29568392,1.3986627,2.048539,2.3840263,2.4447792,2.6644473,3.1549592,2.767697,3.1865327,3.6239235,2.9260137,3.277662,4.574721,4.6457987,4.6570215,4.7135844,4.66166,4.6175175,4.5608044,4.2758946,4.1914988,4.2333975,4.1686044,3.2932243,2.8516438,2.4631846,2.3650224,2.0281882,1.6973394,1.8694227,1.7039235,1.5198692,1.4838065,1.239149,1.1164461,1.2451345,1.2948142,1.4492402,1.6419735,1.6593314,1.723526,1.8583494,1.5304934,1.7663223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
left,0,1,1.7066169,1.4281414,1.5553333,1.5230116,1.3636475,1.4151229,1.3525743,0.8309376,1.1852795,0.50368017,0.17223288,0.30780455,0.27114335,0.102651395,-0.18046296,0.07167641,-0.007332243,0.48722005,0.36855742,0.32695818,0.5960066,0.8734347,0.755221,0.587178,0.95349085,0.7710826,0.51101243,0.58987147,0.5979519,0.55710083,0.6865373,0.6804022,0.3453636,0.1755249,0.47061026,0.6533178,0.58074355,0.57490766,0.756867,0.825401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
right,0,1,0.60543376,0.57116675,0.7384616,0.8321347,0.8734347,0.73112935,0.6546645,-0.21996728,-0.2510919,0.014963761,0.11836334,0.25573066,0.22191256,0.24181437,0.31947628,0.5246295,0.66947865,1.0996867,1.6075568,2.3303065,2.156577,3.1800983,4.2326493,5.1111717,6.446089,6.4610524,6.668001,7.8926353,7.9716444,7.0751653,6.2244754,5.288492,4.3997946,3.7210383,2.8482022,2.3327007,1.6331449,0.9268553,-1.9424458,-3.758747,-4.3002853,-2.9741971,-7.1642,-11.106702,-7.405266,-10.927136,-8.53922,-8.29142,-8.831911,-8.589049,-7.0428433,-6.595577,-7.205051,-7.263559,-7.12694,-5.7450366,-5.1530704,-4.8255134,-3.97632,-3.1778538,-4.168006,-2.3807342,-1.1267712,-0.5300164,-2.0072389,-1.337012,-0.16968904,0.7190087,1.0874165,0.87193835,2.016217,1.9955671,2.068291,1.2844892,1.5285481,2.1269488,1.6603789,1.3697827,1.2319664,1.0535984,1.0974422,1.0510546,0.720954,0.6001964,0.30032268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
up,0,1,0.38576576,0.16998832,0.009427169,-0.08095395,-0.28326398,-0.027982233,0.09861118,-0.11866262,-0.31364042,-0.36346975,-0.37544075,-0.4954501,2.2891562,2.2149358,-0.19288288,0.05925649,0.27982232,-0.23463176,-0.49440265,-0.72873515,-0.38142624,0.03247136,1.510442,0.034715924,0.90381116,-0.80953944,-0.6286276,1.6437691,0.83856916,-0.020051438,-0.06464344,-0.8900445,-0.24121583,-1.2387002,-2.2566848,-1.9152117,-2.887108,-2.6647465,-3.0918121,-2.9863176,-1.4276924,-1.6774375,-2.0537763,-1.4184148,-1.742081,-0.9478046,0.7306804,0.97039986,0.74998367,1.0871172,1.5420156,1.635539,1.2225392,0.76419926,0.8195652,0.31812954,-0.11656769,0.27667993,0.20156185,-0.19946693,-0.3402759,-0.5900211,-0.65032506,-0.32576108,-0.54976857,-0.40581718,-0.49934068,-0.08454525,-0.13856442,-0.3167828,-0.490961,-0.8855553,-0.7579145,-0.80086046,-0.9980828,-0.8343793,-1.173907,-1.1180922,-1.7060183,-1.574038,-1.5080478,-1.2524668,-1.7244238,-0.93688107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
down,0,1,-0.97399116,-0.607379,-0.79292965,-0.4417302,-1.9384055,-1.3863925,0.19871874,0.6880337,0.6426935,0.50622404,-0.06539164,0.013018472,-0.09172785,-0.009427169,-0.13033436,-0.039055414,0.063296705,-0.14036007,-0.12479776,0.005686229,-0.02064999,0.02873042,-0.011671733,0.14170681,0.019752163,-0.057909753,-0.40761283,0.054168813,0.15278,0.25243863,0.040851068,-0.1273416,-0.42317516,0.031573534,0.85054016,0.21697453,-0.65271926,-0.62084645,-0.4487632,-0.23642741,0.3510498,-1.1513118,-1.8755578,-1.2306197,0.26246437,-0.1678934,-2.9679122,-6.134094,3.4425628,2.4521115,-3.81531,-4.5691843,-0.7505822,12.633454,1.2325649,-9.581146,-3.202095,0.5201403,-1.3069348,-3.389591,-2.6922798,-0.7589619,2.7530327,3.470096,2.2967875,1.1122563,0.40611646,0.030825347,-0.34042555,-0.88750064,-1.2963105,-0.3616741,-0.1110311,0.25124153,-0.22355859,-0.6025906,-0.24076691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
square,0,1,-0.007631518,-0.005386954,0.10354923,0.09322423,0.2916437,0.026635494,-0.006584055,0.049679685,-0.11327567,-0.06194997,0.11327567,0.10818799,0.082300685,0.013317747,-0.030226797,1.4628572,1.448492,-0.026785132,-0.059705406,-0.14395137,-0.03172317,0.14021043,0.13003507,0.40880993,0.5885247,0.95842886,1.3299791,1.527351,1.8595465,2.1920414,2.4371476,2.9715035,3.1714194,3.4832642,3.6818333,3.8078282,4.3026795,3.7945104,2.726846,2.7383683,1.8059763,0.6688801,-0.7823054,-1.7993922,-2.5267806,-3.5990837,-4.0310874,-4.050989,-4.4556093,-3.9285858,-3.9932292,-3.5501523,-3.1667807,-2.4260745,-2.4103625,-2.0275896,-1.0034698,-1.0515034,-1.4004583,-1.0538976,-0.80460143,0.023942016,-0.66843116,-1.4191631,-0.46746787,-0.0935235,-0.69701195,-0.9674071,-0.5789479,-0.08215105,0.025139118,-1.2993033,-1.2364556,-1.2612954,-1.4000094,-1.6708535,-1.9683331,-1.5093945,-1.4989198,-1.9470845,-1.769315,-3.530849,-3.380164,-4.1083007,-4.1003695,-4.0673,-3.990386,-4.9756002,-5.26455,-3.8497267,-3.080739,-2.0518308,-1.2002432,0.2057517,1.0274118,2.0636523,3.2483332,4.536264,4.255993,3.726126,4.3136034,4.203171,3.8835447,2.078616,1.2729671,0.829142,0.13257892,-0.9487024,-1.8218379,-1.4342765,-1.0455179,0.42512044,0.9105448,0.8243536,0.8228572,0.9280524,0.54902035,0.7778163,0.70599025,0.9983821,-0.56682724,-0.25543138,-0.20605098,0.11192893,0.12584522,0.38920742,0.11671733,0.48392802,0.1921347,-0.61366385,-0.8177695,-1.0512042,-0.5419874,-0.57011926,1.186327,1.9044378,2.5607483,3.846285,2.243367,4.5458407,4.3230305,4.7646112,4.3402386,2.5987563,1.0224738,2.0362685,0.26964697,-1.4119805,-2.8431146,-4.1430163,-4.302979,-4.069844,-3.6543,-4.4265795,-4.0113354,-2.9825768,-2.1775265,-1.3841479,-1.1869255,-1.7384897,-0.99763393,-0.034715924,-0.26201546,-0.10878654,-0.21877018,-0.08693945,0.0175076,-0.011372458,0.28505963,-0.082899235,0.27263972,0.25573066,0.18914193,0.043245267,0.3354875,0.23014264,0.109834,0.1551742,-0.109534726,-0.03187281,0.030526072,-0.4261679,-0.49874213,-0.5186439,-0.028580783,0.23104046,-1.50E-04,0.14065935,0.077213004,0.13587095,0.4237737,0.39339727,0.24615386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triangle,0,1,-0.11581951,-0.22161329,-0.35194764,-0.08379706,-0.27204117,-0.35838208,-0.40611646,-0.43499652,-0.48766896,-0.29747957,-0.11911154,-0.25498247,0.87238723,1.4541782,0.4245219,0.35149872,0.9648633,0.43484688,1.2659341,1.3913305,0.79517424,0.2475006,0.33892918,0.27667993,0.084694885,0.45444942,0.62339026,1.0386347,0.92296475,0.6841431,0.4700117,0.13482349,-0.064493805,-0.06434417,0.20664953,-0.52298343,-0.25094226,-0.20949265,-1.2174516,-2.057068,-3.3499372,-3.833117,-4.080019,-4.532523,-4.184915,-4.0252514,-3.854964,-4.5289316,-4.9688663,-5.233126,-5.870134,-6.6965823,-7.119458,-5.3906946,-6.687604,-6.869563,-7.072023,-7.225701,-6.058228,-4.8569374,-3.3022027,-2.1106384,-0.8845079,0.7942764,2.3707087,3.406201,3.253271,4.2883143,5.0318637,5.1958666,4.769549,4.149301,4.0378213,4.0915413,4.070891,3.389142,2.6370635,2.9526494,2.4150014,2.0260932,1.5729905,1.2583027,1.5312417,1.5520413,1.0869676,0.7637503,-0.57356095,-1.8198925,-1.4870986,-1.2126632,-1.6398785,-2.5380034,-2.9863176,-2.931251,-3.1136594,-2.3448212,-1.9548657,-2.7274446,-3.2594063,-2.9125464,-1.651251,-2.0902877,-2.356493,-1.7250223,-0.6130653,-0.6488287,-1.7323545,-0.9979332,-0.28805238,-0.16011223,-0.7234978,-0.7763199,-0.69701195,-0.20275895,-0.11866262,-0.6880337,-0.516549,-0.94675714,-0.9231144,-1.1583447,-0.6271312,-0.110731825,-0.06120178,0.06284779,-0.21772271,-0.12090719,-0.1666963,0.13572131,-0.07870938,-0.3568857,-0.4700117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
